facet_id,raw_value,normalized_value,leading_id_prefix,normalization_transforms,is_malformed,malformed_reason,facet_type,conversation_observable,sensitivity,requires_explicit_disclosure,abstention_reason,is_duplicate_normalized,duplicate_of_facet_id,scoring_scale,scoring_anchors_json
F0116,Neuroticism,Neuroticism,,,False,,personality_trait_or_disposition,True,low,False,,False,,1-5 ordinal,"{""1"": ""Conversation shows clear, explicit evidence of low/absent 'Neuroticism' (or strong evidence of the opposite)."", ""2"": ""Conversation shows weak or partial evidence leaning toward low 'Neuroticism'."", ""3"": ""Evidence is mixed, neutral, or too thin to lean either direction on 'Neuroticism'."", ""4"": ""Conversation shows weak-to-moderate evidence leaning toward high 'Neuroticism'."", ""5"": ""Conversation shows clear, explicit, repeated evidence of high 'Neuroticism'.""}"
F0117,Desire for excellence,Desire for excellence,,,False,,personality_trait_or_disposition,True,low,False,,False,,1-5 ordinal,"{""1"": ""Conversation shows clear, explicit evidence of low/absent 'Desire for excellence' (or strong evidence of the opposite)."", ""2"": ""Conversation shows weak or partial evidence leaning toward low 'Desire for excellence'."", ""3"": ""Evidence is mixed, neutral, or too thin to lean either direction on 'Desire for excellence'."", ""4"": ""Conversation shows weak-to-moderate evidence leaning toward high 'Desire for excellence'."", ""5"": ""Conversation shows clear, explicit, repeated evidence of high 'Desire for excellence'.""}"
F0118,Perceiving,Perceiving,,,False,,personality_trait_or_disposition,True,low,False,,False,,1-5 ordinal,"{""1"": ""Conversation shows clear, explicit evidence of low/absent 'Perceiving' (or strong evidence of the opposite)."", ""2"": ""Conversation shows weak or partial evidence leaning toward low 'Perceiving'."", ""3"": ""Evidence is mixed, neutral, or too thin to lean either direction on 'Perceiving'."", ""4"": ""Conversation shows weak-to-moderate evidence leaning toward high 'Perceiving'."", ""5"": ""Conversation shows clear, explicit, repeated evidence of high 'Perceiving'.""}"
F0119,Liberalism,Liberalism,,,False,,personality_trait_or_disposition,True,low,False,,False,,1-5 ordinal,"{""1"": ""Conversation shows clear, explicit evidence of low/absent 'Liberalism' (or strong evidence of the opposite)."", ""2"": ""Conversation shows weak or partial evidence leaning toward low 'Liberalism'."", ""3"": ""Evidence is mixed, neutral, or too thin to lean either direction on 'Liberalism'."", ""4"": ""Conversation shows weak-to-moderate evidence leaning toward high 'Liberalism'."", ""5"": ""Conversation shows clear, explicit, repeated evidence of high 'Liberalism'.""}"
F0120,Inversion comfort level,Inversion comfort level,,,False,,personality_trait_or_disposition,True,low,False,,False,,1-5 ordinal,"{""1"": ""Conversation shows clear, explicit evidence of low/absent 'Inversion comfort level' (or strong evidence of the opposite)."", ""2"": ""Conversation shows weak or partial evidence leaning toward low 'Inversion comfort level'."", ""3"": ""Evidence is mixed, neutral, or too thin to lean either direction on 'Inversion comfort level'."", ""4"": ""Conversation shows weak-to-moderate evidence leaning toward high 'Inversion comfort level'."", ""5"": ""Conversation shows clear, explicit, repeated evidence of high 'Inversion comfort level'.""}"
F0121,Affection,Affection,,,False,,personality_trait_or_disposition,True,low,False,,False,,1-5 ordinal,"{""1"": ""Conversation shows clear, explicit evidence of low/absent 'Affection' (or strong evidence of the opposite)."", ""2"": ""Conversation shows weak or partial evidence leaning toward low 'Affection'."", ""3"": ""Evidence is mixed, neutral, or too thin to lean either direction on 'Affection'."", ""4"": ""Conversation shows weak-to-moderate evidence leaning toward high 'Affection'."", ""5"": ""Conversation shows clear, explicit, repeated evidence of high 'Affection'.""}"
F0122,Numeric Filing Skills,Numeric Filing Skills,,,False,,cognitive_psychometric,False,medium,False,requires_formal_psychometric_testing,False,,1-5 ordinal,"{""1"": ""Conversation shows clear, explicit evidence of low/absent 'Numeric Filing Skills' (or strong evidence of the opposite)."", ""2"": ""Conversation shows weak or partial evidence leaning toward low 'Numeric Filing Skills'."", ""3"": ""Evidence is mixed, neutral, or too thin to lean either direction on 'Numeric Filing Skills'."", ""4"": ""Conversation shows weak-to-moderate evidence leaning toward high 'Numeric Filing Skills'."", ""5"": ""Conversation shows clear, explicit, repeated evidence of high 'Numeric Filing Skills'.""}"
F0123,Martyrdom,Martyrdom,,,False,,personality_trait_or_disposition,True,low,False,,False,,1-5 ordinal,"{""1"": ""Conversation shows clear, explicit evidence of low/absent 'Martyrdom' (or strong evidence of the opposite)."", ""2"": ""Conversation shows weak or partial evidence leaning toward low 'Martyrdom'."", ""3"": ""Evidence is mixed, neutral, or too thin to lean either direction on 'Martyrdom'."", ""4"": ""Conversation shows weak-to-moderate evidence leaning toward high 'Martyrdom'."", ""5"": ""Conversation shows clear, explicit, repeated evidence of high 'Martyrdom'.""}"
F0124,Parathyroid-hormone level,Parathyroid-hormone level,,,False,,medical_biological,False,high,False,requires_medical_lab_or_genetic_evidence,False,,1-5 ordinal,"{""1"": ""Conversation shows clear, explicit evidence of low/absent 'Parathyroid-hormone level' (or strong evidence of the opposite)."", ""2"": ""Conversation shows weak or partial evidence leaning toward low 'Parathyroid-hormone level'."", ""3"": ""Evidence is mixed, neutral, or too thin to lean either direction on 'Parathyroid-hormone level'."", ""4"": ""Conversation shows weak-to-moderate evidence leaning toward high 'Parathyroid-hormone level'."", ""5"": ""Conversation shows clear, explicit, repeated evidence of high 'Parathyroid-hormone level'.""}"
F0125,Seeking approval,Seeking approval,,,False,,personality_trait_or_disposition,True,low,False,,False,,1-5 ordinal,"{""1"": ""Conversation shows clear, explicit evidence of low/absent 'Seeking approval' (or strong evidence of the opposite)."", ""2"": ""Conversation shows weak or partial evidence leaning toward low 'Seeking approval'."", ""3"": ""Evidence is mixed, neutral, or too thin to lean either direction on 'Seeking approval'."", ""4"": ""Conversation shows weak-to-moderate evidence leaning toward high 'Seeking approval'."", ""5"": ""Conversation shows clear, explicit, repeated evidence of high 'Seeking approval'.""}"
F0126,Judging (J):,Judging (J),,stripped_trailing_colon,True,header_like_trailing_colon,header_artifact,False,n/a,False,not_a_scorable_facet_category_header,False,,,
F0127,Big Five facet Openness – Artistic Interests,Big Five facet Openness – Artistic Interests,,,False,,personality_trait_or_disposition,True,low,False,,False,,1-5 ordinal,"{""1"": ""Conversation shows clear, explicit evidence of low/absent 'Big Five facet Openness – Artistic Interests' (or strong evidence of the opposite)."", ""2"": ""Conversation shows weak or partial evidence leaning toward low 'Big Five facet Openness – Artistic Interests'."", ""3"": ""Evidence is mixed, neutral, or too thin to lean either direction on 'Big Five facet Openness – Artistic Interests'."", ""4"": ""Conversation shows weak-to-moderate evidence leaning toward high 'Big Five facet Openness – Artistic Interests'."", ""5"": ""Conversation shows clear, explicit, repeated evidence of high 'Big Five facet Openness – Artistic Interests'.""}"
F0128,Psychological construct: Operant-Learning rate,Psychological construct: Operant-Learning rate,,,False,,personality_trait_or_disposition,True,low,False,,False,,1-5 ordinal,"{""1"": ""Conversation shows clear, explicit evidence of low/absent 'Psychological construct: Operant-Learning rate' (or strong evidence of the opposite)."", ""2"": ""Conversation shows weak or partial evidence leaning toward low 'Psychological construct: Operant-Learning rate'."", ""3"": ""Evidence is mixed, neutral, or too thin to lean either direction on 'Psychological construct: Operant-Learning rate'."", ""4"": ""Conversation shows weak-to-moderate evidence leaning toward high 'Psychological construct: Operant-Learning rate'."", ""5"": ""Conversation shows clear, explicit, repeated evidence of high 'Psychological construct: Operant-Learning rate'.""}"
F0129,Psychological construct: Need for Achievement level,Psychological construct: Need for Achievement level,,,False,,personality_trait_or_disposition,True,low,False,,False,,1-5 ordinal,"{""1"": ""Conversation shows clear, explicit evidence of low/absent 'Psychological construct: Need for Achievement level' (or strong evidence of the opposite)."", ""2"": ""Conversation shows weak or partial evidence leaning toward low 'Psychological construct: Need for Achievement level'."", ""3"": ""Evidence is mixed, neutral, or too thin to lean either direction on 'Psychological construct: Need for Achievement level'."", ""4"": ""Conversation shows weak-to-moderate evidence leaning toward high 'Psychological construct: Need for Achievement level'."", ""5"": ""Conversation shows clear, explicit, repeated evidence of high 'Psychological construct: Need for Achievement level'.""}"
F0130,Cantankerousness,Cantankerousness,,,False,,personality_trait_or_disposition,True,low,False,,False,,1-5 ordinal,"{""1"": ""Conversation shows clear, explicit evidence of low/absent 'Cantankerousness' (or strong evidence of the opposite)."", ""2"": ""Conversation shows weak or partial evidence leaning toward low 'Cantankerousness'."", ""3"": ""Evidence is mixed, neutral, or too thin to lean either direction on 'Cantankerousness'."", ""4"": ""Conversation shows weak-to-moderate evidence leaning toward high 'Cantankerousness'."", ""5"": ""Conversation shows clear, explicit, repeated evidence of high 'Cantankerousness'.""}"
F0131,Material properties knowledge,Material properties knowledge,,,False,,personality_trait_or_disposition,True,low,False,,False,,1-5 ordinal,"{""1"": ""Conversation shows clear, explicit evidence of low/absent 'Material properties knowledge' (or strong evidence of the opposite)."", ""2"": ""Conversation shows weak or partial evidence leaning toward low 'Material properties knowledge'."", ""3"": ""Evidence is mixed, neutral, or too thin to lean either direction on 'Material properties knowledge'."", ""4"": ""Conversation shows weak-to-moderate evidence leaning toward high 'Material properties knowledge'."", ""5"": ""Conversation shows clear, explicit, repeated evidence of high 'Material properties knowledge'.""}"
F0132,Hostility,Hostility,,,False,,personality_trait_or_disposition,True,low,False,,False,,1-5 ordinal,"{""1"": ""Conversation shows clear, explicit evidence of low/absent 'Hostility' (or strong evidence of the opposite)."", ""2"": ""Conversation shows weak or partial evidence leaning toward low 'Hostility'."", ""3"": ""Evidence is mixed, neutral, or too thin to lean either direction on 'Hostility'."", ""4"": ""Conversation shows weak-to-moderate evidence leaning toward high 'Hostility'."", ""5"": ""Conversation shows clear, explicit, repeated evidence of high 'Hostility'.""}"
F0133,Independence,Independence,,,False,,personality_trait_or_disposition,True,low,False,,False,,1-5 ordinal,"{""1"": ""Conversation shows clear, explicit evidence of low/absent 'Independence' (or strong evidence of the opposite)."", ""2"": ""Conversation shows weak or partial evidence leaning toward low 'Independence'."", ""3"": ""Evidence is mixed, neutral, or too thin to lean either direction on 'Independence'."", ""4"": ""Conversation shows weak-to-moderate evidence leaning toward high 'Independence'."", ""5"": ""Conversation shows clear, explicit, repeated evidence of high 'Independence'.""}"
F0134,800. Sufi practice: Sufi retreat attendance count,Sufi practice: Sufi retreat attendance count,800,stripped_leading_numeric_id,False,,spiritual_religious_practice,True,medium,True,,False,,1-5 ordinal,"{""1"": ""Conversation shows clear, explicit evidence of low/absent 'Sufi practice: Sufi retreat attendance count' (or strong evidence of the opposite)."", ""2"": ""Conversation shows weak or partial evidence leaning toward low 'Sufi practice: Sufi retreat attendance count'."", ""3"": ""Evidence is mixed, neutral, or too thin to lean either direction on 'Sufi practice: Sufi retreat attendance count'."", ""4"": ""Conversation shows weak-to-moderate evidence leaning toward high 'Sufi practice: Sufi retreat attendance count'."", ""5"": ""Conversation shows clear, explicit, repeated evidence of high 'Sufi practice: Sufi retreat attendance count'.""}"
F0135,Chromatin-accessibility score,Chromatin-accessibility score,,,False,,medical_biological,False,high,False,requires_medical_lab_or_genetic_evidence,False,,1-5 ordinal,"{""1"": ""Conversation shows clear, explicit evidence of low/absent 'Chromatin-accessibility score' (or strong evidence of the opposite)."", ""2"": ""Conversation shows weak or partial evidence leaning toward low 'Chromatin-accessibility score'."", ""3"": ""Evidence is mixed, neutral, or too thin to lean either direction on 'Chromatin-accessibility score'."", ""4"": ""Conversation shows weak-to-moderate evidence leaning toward high 'Chromatin-accessibility score'."", ""5"": ""Conversation shows clear, explicit, repeated evidence of high 'Chromatin-accessibility score'.""}"
F0136,644. Spiritual virtue: Humility practice index,Spiritual virtue: Humility practice index,644,stripped_leading_numeric_id,False,,spiritual_religious_practice,True,medium,True,,False,,1-5 ordinal,"{""1"": ""Conversation shows clear, explicit evidence of low/absent 'Spiritual virtue: Humility practice index' (or strong evidence of the opposite)."", ""2"": ""Conversation shows weak or partial evidence leaning toward low 'Spiritual virtue: Humility practice index'."", ""3"": ""Evidence is mixed, neutral, or too thin to lean either direction on 'Spiritual virtue: Humility practice index'."", ""4"": ""Conversation shows weak-to-moderate evidence leaning toward high 'Spiritual virtue: Humility practice index'."", ""5"": ""Conversation shows clear, explicit, repeated evidence of high 'Spiritual virtue: Humility practice index'.""}"
F0137,754. I Ching hexagram 36 resonance level,I Ching hexagram 36 resonance level,754,stripped_leading_numeric_id,False,,spiritual_religious_practice,True,medium,True,,False,,1-5 ordinal,"{""1"": ""Conversation shows clear, explicit evidence of low/absent 'I Ching hexagram 36 resonance level' (or strong evidence of the opposite)."", ""2"": ""Conversation shows weak or partial evidence leaning toward low 'I Ching hexagram 36 resonance level'."", ""3"": ""Evidence is mixed, neutral, or too thin to lean either direction on 'I Ching hexagram 36 resonance level'."", ""4"": ""Conversation shows weak-to-moderate evidence leaning toward high 'I Ching hexagram 36 resonance level'."", ""5"": ""Conversation shows clear, explicit, repeated evidence of high 'I Ching hexagram 36 resonance level'.""}"
F0138,Well-being component: Engagement,Well-being component: Engagement,,,False,,personality_trait_or_disposition,True,low,False,,False,,1-5 ordinal,"{""1"": ""Conversation shows clear, explicit evidence of low/absent 'Well-being component: Engagement' (or strong evidence of the opposite)."", ""2"": ""Conversation shows weak or partial evidence leaning toward low 'Well-being component: Engagement'."", ""3"": ""Evidence is mixed, neutral, or too thin to lean either direction on 'Well-being component: Engagement'."", ""4"": ""Conversation shows weak-to-moderate evidence leaning toward high 'Well-being component: Engagement'."", ""5"": ""Conversation shows clear, explicit, repeated evidence of high 'Well-being component: Engagement'.""}"
F0139,Need for social interaction,Need for social interaction,,,False,,personality_trait_or_disposition,True,low,False,,False,,1-5 ordinal,"{""1"": ""Conversation shows clear, explicit evidence of low/absent 'Need for social interaction' (or strong evidence of the opposite)."", ""2"": ""Conversation shows weak or partial evidence leaning toward low 'Need for social interaction'."", ""3"": ""Evidence is mixed, neutral, or too thin to lean either direction on 'Need for social interaction'."", ""4"": ""Conversation shows weak-to-moderate evidence leaning toward high 'Need for social interaction'."", ""5"": ""Conversation shows clear, explicit, repeated evidence of high 'Need for social interaction'.""}"
F0140,Peer-collaboration hours,Peer-collaboration hours,,,False,,behavioral_frequency_count,True,low,True,,False,,1-5 ordinal,"{""1"": ""Conversation shows clear, explicit evidence of low/absent 'Peer-collaboration hours' (or strong evidence of the opposite)."", ""2"": ""Conversation shows weak or partial evidence leaning toward low 'Peer-collaboration hours'."", ""3"": ""Evidence is mixed, neutral, or too thin to lean either direction on 'Peer-collaboration hours'."", ""4"": ""Conversation shows weak-to-moderate evidence leaning toward high 'Peer-collaboration hours'."", ""5"": ""Conversation shows clear, explicit, repeated evidence of high 'Peer-collaboration hours'.""}"
F0141,Arts and Humanities,Arts and Humanities,,,False,,personality_trait_or_disposition,True,low,False,,False,,1-5 ordinal,"{""1"": ""Conversation shows clear, explicit evidence of low/absent 'Arts and Humanities' (or strong evidence of the opposite)."", ""2"": ""Conversation shows weak or partial evidence leaning toward low 'Arts and Humanities'."", ""3"": ""Evidence is mixed, neutral, or too thin to lean either direction on 'Arts and Humanities'."", ""4"": ""Conversation shows weak-to-moderate evidence leaning toward high 'Arts and Humanities'."", ""5"": ""Conversation shows clear, explicit, repeated evidence of high 'Arts and Humanities'.""}"
F0142,596. Religious practice: Quran khatam cycles per year,Religious practice: Quran khatam cycles per year,596,stripped_leading_numeric_id,False,,spiritual_religious_practice,True,medium,True,,False,,1-5 ordinal,"{""1"": ""Conversation shows clear, explicit evidence of low/absent 'Religious practice: Quran khatam cycles per year' (or strong evidence of the opposite)."", ""2"": ""Conversation shows weak or partial evidence leaning toward low 'Religious practice: Quran khatam cycles per year'."", ""3"": ""Evidence is mixed, neutral, or too thin to lean either direction on 'Religious practice: Quran khatam cycles per year'."", ""4"": ""Conversation shows weak-to-moderate evidence leaning toward high 'Religious practice: Quran khatam cycles per year'."", ""5"": ""Conversation shows clear, explicit, repeated evidence of high 'Religious practice: Quran khatam cycles per year'.""}"
F0143,926. Bahá’í spiritual metric: Ridván festival participation,Bahá’í spiritual metric: Ridván festival participation,926,stripped_leading_numeric_id,False,,spiritual_religious_practice,True,medium,True,,False,,1-5 ordinal,"{""1"": ""Conversation shows clear, explicit evidence of low/absent 'Bahá’í spiritual metric: Ridván festival participation' (or strong evidence of the opposite)."", ""2"": ""Conversation shows weak or partial evidence leaning toward low 'Bahá’í spiritual metric: Ridván festival participation'."", ""3"": ""Evidence is mixed, neutral, or too thin to lean either direction on 'Bahá’í spiritual metric: Ridván festival participation'."", ""4"": ""Conversation shows weak-to-moderate evidence leaning toward high 'Bahá’í spiritual metric: Ridván festival participation'."", ""5"": ""Conversation shows clear, explicit, repeated evidence of high 'Bahá’í spiritual metric: Ridván festival participation'.""}"
F0144,Compassion,Compassion,,,False,,personality_trait_or_disposition,True,low,False,,False,,1-5 ordinal,"{""1"": ""Conversation shows clear, explicit evidence of low/absent 'Compassion' (or strong evidence of the opposite)."", ""2"": ""Conversation shows weak or partial evidence leaning toward low 'Compassion'."", ""3"": ""Evidence is mixed, neutral, or too thin to lean either direction on 'Compassion'."", ""4"": ""Conversation shows weak-to-moderate evidence leaning toward high 'Compassion'."", ""5"": ""Conversation shows clear, explicit, repeated evidence of high 'Compassion'.""}"
F0145,Information Retention,Information Retention,,,False,,personality_trait_or_disposition,True,low,False,,False,,1-5 ordinal,"{""1"": ""Conversation shows clear, explicit evidence of low/absent 'Information Retention' (or strong evidence of the opposite)."", ""2"": ""Conversation shows weak or partial evidence leaning toward low 'Information Retention'."", ""3"": ""Evidence is mixed, neutral, or too thin to lean either direction on 'Information Retention'."", ""4"": ""Conversation shows weak-to-moderate evidence leaning toward high 'Information Retention'."", ""5"": ""Conversation shows clear, explicit, repeated evidence of high 'Information Retention'.""}"
F0146,Eye-contact duration,Eye-contact duration,,,False,,personality_trait_or_disposition,True,low,False,,False,,1-5 ordinal,"{""1"": ""Conversation shows clear, explicit evidence of low/absent 'Eye-contact duration' (or strong evidence of the opposite)."", ""2"": ""Conversation shows weak or partial evidence leaning toward low 'Eye-contact duration'."", ""3"": ""Evidence is mixed, neutral, or too thin to lean either direction on 'Eye-contact duration'."", ""4"": ""Conversation shows weak-to-moderate evidence leaning toward high 'Eye-contact duration'."", ""5"": ""Conversation shows clear, explicit, repeated evidence of high 'Eye-contact duration'.""}"
F0147,Self-righteousness,Self-righteousness,,,False,,personality_trait_or_disposition,True,low,False,,False,,1-5 ordinal,"{""1"": ""Conversation shows clear, explicit evidence of low/absent 'Self-righteousness' (or strong evidence of the opposite)."", ""2"": ""Conversation shows weak or partial evidence leaning toward low 'Self-righteousness'."", ""3"": ""Evidence is mixed, neutral, or too thin to lean either direction on 'Self-righteousness'."", ""4"": ""Conversation shows weak-to-moderate evidence leaning toward high 'Self-righteousness'."", ""5"": ""Conversation shows clear, explicit, repeated evidence of high 'Self-righteousness'.""}"
F0148,General Mood and Attitude,General Mood and Attitude,,,False,,personality_trait_or_disposition,True,low,False,,False,,1-5 ordinal,"{""1"": ""Conversation shows clear, explicit evidence of low/absent 'General Mood and Attitude' (or strong evidence of the opposite)."", ""2"": ""Conversation shows weak or partial evidence leaning toward low 'General Mood and Attitude'."", ""3"": ""Evidence is mixed, neutral, or too thin to lean either direction on 'General Mood and Attitude'."", ""4"": ""Conversation shows weak-to-moderate evidence leaning toward high 'General Mood and Attitude'."", ""5"": ""Conversation shows clear, explicit, repeated evidence of high 'General Mood and Attitude'.""}"
F0149,Serotonin transporter availability,Serotonin transporter availability,,,False,,medical_biological,False,high,False,requires_medical_lab_or_genetic_evidence,False,,1-5 ordinal,"{""1"": ""Conversation shows clear, explicit evidence of low/absent 'Serotonin transporter availability' (or strong evidence of the opposite)."", ""2"": ""Conversation shows weak or partial evidence leaning toward low 'Serotonin transporter availability'."", ""3"": ""Evidence is mixed, neutral, or too thin to lean either direction on 'Serotonin transporter availability'."", ""4"": ""Conversation shows weak-to-moderate evidence leaning toward high 'Serotonin transporter availability'."", ""5"": ""Conversation shows clear, explicit, repeated evidence of high 'Serotonin transporter availability'.""}"
F0150,Contribution to Group Goals,Contribution to Group Goals,,,False,,personality_trait_or_disposition,True,low,False,,False,,1-5 ordinal,"{""1"": ""Conversation shows clear, explicit evidence of low/absent 'Contribution to Group Goals' (or strong evidence of the opposite)."", ""2"": ""Conversation shows weak or partial evidence leaning toward low 'Contribution to Group Goals'."", ""3"": ""Evidence is mixed, neutral, or too thin to lean either direction on 'Contribution to Group Goals'."", ""4"": ""Conversation shows weak-to-moderate evidence leaning toward high 'Contribution to Group Goals'."", ""5"": ""Conversation shows clear, explicit, repeated evidence of high 'Contribution to Group Goals'.""}"
F0151,Dignity,Dignity,,,False,,personality_trait_or_disposition,True,low,False,,False,,1-5 ordinal,"{""1"": ""Conversation shows clear, explicit evidence of low/absent 'Dignity' (or strong evidence of the opposite)."", ""2"": ""Conversation shows weak or partial evidence leaning toward low 'Dignity'."", ""3"": ""Evidence is mixed, neutral, or too thin to lean either direction on 'Dignity'."", ""4"": ""Conversation shows weak-to-moderate evidence leaning toward high 'Dignity'."", ""5"": ""Conversation shows clear, explicit, repeated evidence of high 'Dignity'.""}"
F0152,HEXACO Personality Inventory Facets:,HEXACO Personality Inventory Facets,,stripped_trailing_colon,True,header_like_trailing_colon,header_artifact,False,n/a,False,not_a_scorable_facet_category_header,False,,,
F0153,Evaluating Solutions,Evaluating Solutions,,,False,,personality_trait_or_disposition,True,low,False,,False,,1-5 ordinal,"{""1"": ""Conversation shows clear, explicit evidence of low/absent 'Evaluating Solutions' (or strong evidence of the opposite)."", ""2"": ""Conversation shows weak or partial evidence leaning toward low 'Evaluating Solutions'."", ""3"": ""Evidence is mixed, neutral, or too thin to lean either direction on 'Evaluating Solutions'."", ""4"": ""Conversation shows weak-to-moderate evidence leaning toward high 'Evaluating Solutions'."", ""5"": ""Conversation shows clear, explicit, repeated evidence of high 'Evaluating Solutions'.""}"
F0154,Input,Input,,,False,,personality_trait_or_disposition,True,low,False,,False,,1-5 ordinal,"{""1"": ""Conversation shows clear, explicit evidence of low/absent 'Input' (or strong evidence of the opposite)."", ""2"": ""Conversation shows weak or partial evidence leaning toward low 'Input'."", ""3"": ""Evidence is mixed, neutral, or too thin to lean either direction on 'Input'."", ""4"": ""Conversation shows weak-to-moderate evidence leaning toward high 'Input'."", ""5"": ""Conversation shows clear, explicit, repeated evidence of high 'Input'.""}"
F0155,Discreteness,Discreteness,,,False,,personality_trait_or_disposition,True,low,False,,False,,1-5 ordinal,"{""1"": ""Conversation shows clear, explicit evidence of low/absent 'Discreteness' (or strong evidence of the opposite)."", ""2"": ""Conversation shows weak or partial evidence leaning toward low 'Discreteness'."", ""3"": ""Evidence is mixed, neutral, or too thin to lean either direction on 'Discreteness'."", ""4"": ""Conversation shows weak-to-moderate evidence leaning toward high 'Discreteness'."", ""5"": ""Conversation shows clear, explicit, repeated evidence of high 'Discreteness'.""}"
F0156,607. Energy-healing practice: Reiki sessions / year,Energy-healing practice: Reiki sessions / year,607,stripped_leading_numeric_id,False,,spiritual_religious_practice,True,medium,True,,False,,1-5 ordinal,"{""1"": ""Conversation shows clear, explicit evidence of low/absent 'Energy-healing practice: Reiki sessions / year' (or strong evidence of the opposite)."", ""2"": ""Conversation shows weak or partial evidence leaning toward low 'Energy-healing practice: Reiki sessions / year'."", ""3"": ""Evidence is mixed, neutral, or too thin to lean either direction on 'Energy-healing practice: Reiki sessions / year'."", ""4"": ""Conversation shows weak-to-moderate evidence leaning toward high 'Energy-healing practice: Reiki sessions / year'."", ""5"": ""Conversation shows clear, explicit, repeated evidence of high 'Energy-healing practice: Reiki sessions / year'.""}"
F0157,692. Astrology: Rising sign is Scorpio,Astrology: Rising sign is Scorpio,692,stripped_leading_numeric_id,False,,spiritual_religious_practice,True,medium,True,,False,,1-5 ordinal,"{""1"": ""Conversation shows clear, explicit evidence of low/absent 'Astrology: Rising sign is Scorpio' (or strong evidence of the opposite)."", ""2"": ""Conversation shows weak or partial evidence leaning toward low 'Astrology: Rising sign is Scorpio'."", ""3"": ""Evidence is mixed, neutral, or too thin to lean either direction on 'Astrology: Rising sign is Scorpio'."", ""4"": ""Conversation shows weak-to-moderate evidence leaning toward high 'Astrology: Rising sign is Scorpio'."", ""5"": ""Conversation shows clear, explicit, repeated evidence of high 'Astrology: Rising sign is Scorpio'.""}"
F0158,Character strength: Social Intelligence,Character strength: Social Intelligence,,,False,,personality_trait_or_disposition,True,low,False,,False,,1-5 ordinal,"{""1"": ""Conversation shows clear, explicit evidence of low/absent 'Character strength: Social Intelligence' (or strong evidence of the opposite)."", ""2"": ""Conversation shows weak or partial evidence leaning toward low 'Character strength: Social Intelligence'."", ""3"": ""Evidence is mixed, neutral, or too thin to lean either direction on 'Character strength: Social Intelligence'."", ""4"": ""Conversation shows weak-to-moderate evidence leaning toward high 'Character strength: Social Intelligence'."", ""5"": ""Conversation shows clear, explicit, repeated evidence of high 'Character strength: Social Intelligence'.""}"
F0159,Bravery,Bravery,,,False,,personality_trait_or_disposition,True,low,False,,False,,1-5 ordinal,"{""1"": ""Conversation shows clear, explicit evidence of low/absent 'Bravery' (or strong evidence of the opposite)."", ""2"": ""Conversation shows weak or partial evidence leaning toward low 'Bravery'."", ""3"": ""Evidence is mixed, neutral, or too thin to lean either direction on 'Bravery'."", ""4"": ""Conversation shows weak-to-moderate evidence leaning toward high 'Bravery'."", ""5"": ""Conversation shows clear, explicit, repeated evidence of high 'Bravery'.""}"
F0160,Childhood Experiences,Childhood Experiences,,,False,,personality_trait_or_disposition,True,low,False,,False,,1-5 ordinal,"{""1"": ""Conversation shows clear, explicit evidence of low/absent 'Childhood Experiences' (or strong evidence of the opposite)."", ""2"": ""Conversation shows weak or partial evidence leaning toward low 'Childhood Experiences'."", ""3"": ""Evidence is mixed, neutral, or too thin to lean either direction on 'Childhood Experiences'."", ""4"": ""Conversation shows weak-to-moderate evidence leaning toward high 'Childhood Experiences'."", ""5"": ""Conversation shows clear, explicit, repeated evidence of high 'Childhood Experiences'.""}"
F0161,Data-sharing consent level,Data-sharing consent level,,,False,,sensitive_biographical,True,high,True,,False,,1-5 ordinal,"{""1"": ""Conversation shows clear, explicit evidence of low/absent 'Data-sharing consent level' (or strong evidence of the opposite)."", ""2"": ""Conversation shows weak or partial evidence leaning toward low 'Data-sharing consent level'."", ""3"": ""Evidence is mixed, neutral, or too thin to lean either direction on 'Data-sharing consent level'."", ""4"": ""Conversation shows weak-to-moderate evidence leaning toward high 'Data-sharing consent level'."", ""5"": ""Conversation shows clear, explicit, repeated evidence of high 'Data-sharing consent level'.""}"
F0162,Vision-check frequency,Vision-check frequency,,,False,,behavioral_frequency_count,True,low,True,,False,,1-5 ordinal,"{""1"": ""Conversation shows clear, explicit evidence of low/absent 'Vision-check frequency' (or strong evidence of the opposite)."", ""2"": ""Conversation shows weak or partial evidence leaning toward low 'Vision-check frequency'."", ""3"": ""Evidence is mixed, neutral, or too thin to lean either direction on 'Vision-check frequency'."", ""4"": ""Conversation shows weak-to-moderate evidence leaning toward high 'Vision-check frequency'."", ""5"": ""Conversation shows clear, explicit, repeated evidence of high 'Vision-check frequency'.""}"
F0163,Physical-violence exposure,Physical-violence exposure,,,False,,sensitive_biographical,True,high,True,,False,,1-5 ordinal,"{""1"": ""Conversation shows clear, explicit evidence of low/absent 'Physical-violence exposure' (or strong evidence of the opposite)."", ""2"": ""Conversation shows weak or partial evidence leaning toward low 'Physical-violence exposure'."", ""3"": ""Evidence is mixed, neutral, or too thin to lean either direction on 'Physical-violence exposure'."", ""4"": ""Conversation shows weak-to-moderate evidence leaning toward high 'Physical-violence exposure'."", ""5"": ""Conversation shows clear, explicit, repeated evidence of high 'Physical-violence exposure'.""}"
